Date,Open,High,Low,Close,Volume
17-Oct-06,209.94,211.66,208.14,210.11,-
18-Oct-06,211.29,212.16,208.54,209.44,-
19-Oct-06,209.9,227.23,209.58,212.82,-
20-Oct-06,229.27,229.82,226.57,229.61,-
23-Oct-06,230.91,242.08,229.95,240.15,-
24-Oct-06,237.9,238.69,235.47,236.42,-
25-Oct-06,238.51,244.01,237.32,243.06,-
26-Oct-06,243.6,245.73,241.86,242.31,-
27-Oct-06,241.71,242.38,236.01,237.36,-
30-Oct-06,237.17,239.99,234.77,238.05,-
31-Oct-06,238.79,240.84,236.68,237.96,-
01-Nov-06,239.14,239.32,232.4,233.52,-
02-Nov-06,233.52,236.63,232.96,234.72,-
03-Nov-06,235.88,236.64,232.3,235.66,-
06-Nov-06,236.65,239.59,235.93,238.24,-
07-Nov-06,238.24,239.27,235.65,236.05,-
08-Nov-06,234.94,240.63,234.07,237.26,-
09-Nov-06,238.01,239.51,235.69,236.08,-
10-Nov-06,236.65,237.12,234.91,236.54,-
13-Nov-06,237.21,240.34,236.83,240.27,-
14-Nov-06,240.11,244.73,240.01,244.41,-
15-Nov-06,246.47,249.68,245.72,245.72,-
16-Nov-06,247.25,248.59,246.03,247.7,-
17-Nov-06,246.38,249.58,246.25,249.15,-
20-Nov-06,248.95,248.95,246.08,247.28,-
21-Nov-06,248.02,254.74,247.67,254.57,-
22-Nov-06,255.23,256.24,252.64,253.75,-
24-Nov-06,252,253.5,251.7,252.2,-
27-Nov-06,250.43,250.64,242.13,242.13,-
28-Nov-06,240.32,244.69,238.28,244.51,-
29-Nov-06,246.87,247.12,240.88,242.08,-
30-Nov-06,241.85,244.95,240.53,242.16,-
01-Dec-06,242.75,243.95,239.01,240.16,-
04-Dec-06,241.26,243.47,239.44,242.18,-
05-Dec-06,243.46,244.48,242.2,243.26,-
06-Dec-06,243.24,245.95,242.02,244.11,-
07-Dec-06,244.87,245.65,240.97,241.08,-
08-Dec-06,240.73,244.06,239.76,241.81,-
11-Dec-06,242.22,244.21,241.66,241.72,-
12-Dec-06,241.68,242.94,239.9,240.65,-
13-Dec-06,242.1,242.51,238.27,239.26,-
14-Dec-06,239.88,241.63,238.39,240.82,-
15-Dec-06,241.08,241.81,239.68,239.91,-
18-Dec-06,241.01,241.13,230.13,231.17,-
19-Dec-06,230.63,234.42,229.02,234.08,-
20-Dec-06,234.76,235.51,230.93,231.22,-
21-Dec-06,231.86,232.39,225.94,227.87,-
22-Dec-06,228.52,229.09,226.14,227.56,-
26-Dec-06,228.03,229.51,227.07,228.54,-
27-Dec-06,229.77,233.81,229.32,233.78,-
28-Dec-06,233.33,234.06,230.89,231.05,-
29-Dec-06,230.82,232,229.7,230.01,-
03-Jan-07,232.77,238.09,230.32,233.56,-
04-Jan-07,234.27,241.73,233.94,241.39,-
05-Jan-07,241.01,243.51,238.82,243.35,-
08-Jan-07,243.6,244.69,240.86,241.55,-
09-Jan-07,242.48,243.88,240.36,242.51,-
10-Jan-07,241.97,246.53,240.78,244.49,-
11-Jan-07,248.35,250.62,247.84,249.61,-
12-Jan-07,250.74,252.25,249.75,252.25,-
16-Jan-07,253.52,256.24,251.4,251.89,-
17-Jan-07,251.45,253.63,246.94,248.39,-
18-Jan-07,247.01,247.99,243.47,243.67,-
19-Jan-07,243.75,245.13,243.13,244.63,-
22-Jan-07,246,246.08,239.01,240.18,-
23-Jan-07,240.15,242.13,238.41,239.29,-
24-Jan-07,241.98,249.52,241.4,249.28,-
25-Jan-07,250.25,252,242.59,243.8,-
26-Jan-07,245.22,248.7,243.27,247.67,-
29-Jan-07,248.75,249.13,245,245.99,-
30-Jan-07,246.75,248.75,245.36,246.91,-
31-Jan-07,248,252.25,247.51,250.5,-
01-Feb-07,252.75,252.75,240.52,240.63,-
02-Feb-07,241.06,242.26,238.67,240.51,-
05-Feb-07,238.51,238.76,232.86,233.35,-
06-Feb-07,233.82,236.41,233.4,235.5,-
07-Feb-07,236.67,236.94,234.16,234.77,-
08-Feb-07,233.79,236.64,232.34,235.28,-
09-Feb-07,235.59,236.1,230.52,230.71,-
12-Feb-07,230.11,230.96,227.28,228.92,-
13-Feb-07,229.35,231.16,228.4,229.32,-
14-Feb-07,229.77,234.33,229.38,232.73,-
15-Feb-07,232.77,232.83,230.13,230.5,-
16-Feb-07,231.17,234.84,230.8,234.74,-
20-Feb-07,234,236.14,232.12,235.81,-
21-Feb-07,234.69,239.1,233.64,237.69,-
22-Feb-07,239.11,241.88,236.96,237.69,-
23-Feb-07,237.64,238.24,233.67,235.07,-
26-Feb-07,236.18,237.39,231.64,232.23,-
27-Feb-07,227.27,229.67,223.36,224.16,-
28-Feb-07,224.98,226.61,221.3,224.5,-
01-Mar-07,221.11,225.98,219.78,223.89,-
02-Mar-07,222.33,224.13,219.12,219.12,-
05-Mar-07,218.29,222.53,218.28,220.25,-
06-Mar-07,223.51,229.27,223.47,228.55,-
07-Mar-07,231.11,231.34,226.92,227.59,-
08-Mar-07,229.38,232.52,226.82,227.13,-
09-Mar-07,228.77,228.97,224.82,226.25,-
12-Mar-07,226.06,227.4,225.33,227.15,-
13-Mar-07,224.83,225.74,221.19,221.29,-
14-Mar-07,221.39,224.11,219.28,223.78,-
15-Mar-07,223.71,224.69,221.75,222.87,-
16-Mar-07,222.6,223.13,219.73,220.2,-
19-Mar-07,221.4,224.03,220.09,223.39,-
20-Mar-07,222.67,223.58,221.58,222.42,-
21-Mar-07,222.43,228.06,222.38,228.05,-
22-Mar-07,227.58,230.85,226.04,230.79,-
23-Mar-07,230.49,231.46,228.31,230.68,-
26-Mar-07,230.04,232.27,227.58,232.27,-
27-Mar-07,231.54,232.38,229.94,231.58,-
28-Mar-07,230.7,232.49,229.84,230.71,-
29-Mar-07,232.04,232.77,227.27,230.23,-
30-Mar-07,230.82,231.47,227.84,228.85,-
02-Apr-07,228.65,229.04,225.83,229.04,-
03-Apr-07,231.79,236.89,231.77,236.06,-
04-Apr-07,235.83,236.26,234.56,235.27,-
05-Apr-07,235.41,235.81,234.58,235.52,-
09-Apr-07,236.25,236.26,232.56,233.87,-
10-Apr-07,233.31,235.16,232.35,233.02,-
11-Apr-07,232.8,234.47,231.07,232.03,-
12-Apr-07,231.77,233.77,230.89,233.46,-
13-Apr-07,233.99,234.15,231.45,232.91,-
16-Apr-07,233.99,238.26,233.84,236.9,-
17-Apr-07,236.66,237.96,235.56,236.16,-
18-Apr-07,235.39,239.71,234.53,237.77,-
19-Apr-07,237.01,240.73,234.56,235.59,-
20-Apr-07,245.01,246,240.77,241,-
23-Apr-07,239.81,242.26,238.89,239.3,-
24-Apr-07,239.07,239.75,237.54,238.53,-
25-Apr-07,239.76,240.44,237.82,238.76,-
26-Apr-07,238.81,241.98,238.32,240.35,-
27-Apr-07,239.79,240.96,238.93,239.27,-
30-Apr-07,239.34,240.43,235.45,235.45,-
01-May-07,235.86,236.17,231.85,234.27,-
02-May-07,234.09,235.3,232.63,232.66,-
03-May-07,232.88,236.8,232.41,236.38,-
04-May-07,234.82,237.18,232.71,235.32,-
07-May-07,235.83,236.17,233,233.4,-
08-May-07,232.83,233.85,232.13,233.17,-
09-May-07,232.84,235.63,231.71,234.39,-
10-May-07,233.29,234.51,230.28,230.5,-
11-May-07,230.68,233.27,230.27,233.14,-
14-May-07,232.51,233.52,229.77,230.66,-
15-May-07,230.75,231.04,228.48,228.77,-
16-May-07,230.77,236.33,229.28,236.07,-
17-May-07,235.99,237.37,235.17,235.24,-
18-May-07,235.78,236.11,234.64,234.92,-
21-May-07,234.53,239.36,233.13,235.06,-
22-May-07,236.26,239.27,236.26,237.69,-
23-May-07,240.17,241.46,236.64,236.75,-
24-May-07,237.34,239.36,235.51,236.93,-
25-May-07,239.61,242.23,238.4,241.52,-
29-May-07,242.26,245.65,241.76,243.31,-
30-May-07,242.01,249.17,241.26,249.05,-
31-May-07,250.03,254.14,248.28,248.71,-
01-Jun-07,250.25,252.26,248.72,249.95,-
04-Jun-07,248.71,255,248.55,253.28,-
05-Jun-07,254.62,259.24,253.05,259.16,-
06-Jun-07,258.12,260.13,257.37,258.87,-
07-Jun-07,259.62,262.99,256,257.27,-
08-Jun-07,257.84,259.56,254.48,257.49,-
11-Jun-07,256.75,258.87,254.74,255.41,-
12-Jun-07,254.1,255.58,251.33,252.13,-
13-Jun-07,253.29,254.02,249.1,252.37,-
14-Jun-07,252.44,252.69,250.6,251.17,-
15-Jun-07,253.84,254.25,250.36,252.69,-
18-Jun-07,252.84,257.74,251.87,257.34,-
19-Jun-07,256.75,258.37,255.51,256.9,-
20-Jun-07,258.22,259.12,254.28,254.73,-
21-Jun-07,255.23,257.39,252.89,256.8,-
22-Jun-07,257.95,262.23,257.79,262.23,-
25-Jun-07,264.23,267.23,261.43,263.45,-
26-Jun-07,266.1,266.33,262.86,264.86,-
27-Jun-07,262.24,263.73,259.52,262.88,-
28-Jun-07,262.18,264.49,261.64,262.24,-
29-Jun-07,262.75,263.44,259.47,261.09,-
02-Jul-07,262.48,265.66,261.84,264.92,-
03-Jul-07,265.26,266.93,263.49,266.9,-
05-Jul-07,267.51,271.93,265.81,270.54,-
06-Jul-07,270.35,271.66,269.1,269.43,-
09-Jul-07,271.23,274.1,269.86,271.01,-
10-Jul-07,271.62,273.23,270.55,271.4,-
11-Jul-07,271.53,272.98,269.73,271.96,-
12-Jul-07,272.66,273.39,269.84,272.39,-
13-Jul-07,273.68,276.06,273.35,275.8,-
16-Jul-07,274.87,279.01,274.38,276.22,-
17-Jul-07,277.24,278.59,275.91,277.22,-
18-Jul-07,276.67,276.97,271.63,274.48,-
19-Jul-07,276.45,276.48,270.85,274.02,-
20-Jul-07,255.69,261.33,254.5,259.8,-
23-Jul-07,259.25,259.74,255.82,256,-
24-Jul-07,254.4,259.09,253.3,256.74,-
25-Jul-07,258.23,258.25,252.53,254.63,-
26-Jul-07,254.12,256.04,249.19,253.75,-
27-Jul-07,254.01,258.05,252.5,255.69,-
30-Jul-07,256.2,259.41,254.99,257.8,-
31-Jul-07,259.85,259.96,254.74,254.74,-
01-Aug-07,254.99,258,253.82,256.21,-
02-Aug-07,256.6,257.24,254.25,255.25,-
03-Aug-07,254.77,256.34,251.25,251.25,-
06-Aug-07,251.25,254.82,251,254.74,-
07-Aug-07,254.62,259.68,254.27,257.75,-
08-Aug-07,259.41,262.63,258.29,262.63,-
09-Aug-07,260.14,263.15,257.06,257.11,-
10-Aug-07,254.83,259.1,252.56,257.62,-
13-Aug-07,259.51,259.62,256.26,257.49,-
14-Aug-07,257.6,258.44,253.75,254.05,-
15-Aug-07,254.25,255.59,248.11,248.53,-
16-Aug-07,245.76,247.97,239.99,245.51,-
17-Aug-07,248.47,250.25,245.58,249.77,-
20-Aug-07,250.98,251.03,247.75,248.71,-
21-Aug-07,249.22,253.83,248.64,253.05,-
22-Aug-07,254.73,257.87,254.37,256.12,-
23-Aug-07,257.74,257.81,253.25,255.84,-
24-Aug-07,256.05,257.52,254,257.24,-
27-Aug-07,256.96,258.47,255.44,256.37,-
28-Aug-07,255.51,257.23,252.64,252.95,-
29-Aug-07,253.67,256.39,253.36,256.18,-
30-Aug-07,255.92,257.44,255.03,255.44,-
31-Aug-07,256.29,257.99,255.48,257.37,-
04-Sep-07,257.25,263.74,257.05,262.31,-
05-Sep-07,261.44,264.48,260.86,263.64,-
06-Sep-07,264.42,264.65,258.86,261.5,-
07-Sep-07,258.67,260.36,258.14,259.42,-
10-Sep-07,260.38,260.77,255.18,256.98,-
11-Sep-07,258.24,260.56,257.61,260.4,-
12-Sep-07,260,263.73,259.24,261.06,-
13-Sep-07,261.77,263.34,261.35,262.13,-
14-Sep-07,261.34,264.87,260.85,264.11,-
17-Sep-07,263,264.38,261.77,262.39,-
18-Sep-07,263,268.36,261.87,267.37,-
19-Sep-07,269.37,274.45,269.16,273.15,-
20-Sep-07,273.23,278.12,272.74,276.14,-
21-Sep-07,277.89,280.11,276.14,279.77,-
24-Sep-07,280.22,285.44,279.72,283.73,-
25-Sep-07,281.72,284.5,281.15,284.22,-
26-Sep-07,284.91,285.61,281.62,283.8,-
27-Sep-07,285.58,285.58,282.61,283.47,-
28-Sep-07,283.22,284.49,281.78,283.35,-
01-Oct-07,284.7,291.88,284.52,290.98,-
02-Oct-07,291.4,298.11,289.71,291.9,-
03-Oct-07,292.83,294.2,289.89,291.72,-
04-Oct-07,292.25,292.25,288.24,289.23,-
05-Oct-07,293.26,297.7,293.21,296.73,-
08-Oct-07,297.2,304.82,296.68,304.51,-
09-Oct-07,307.25,311.58,303.89,307.28,-
10-Oct-07,310.37,312.53,308.09,312.38,-
11-Oct-07,316.5,320.38,304.2,310.69,-
12-Oct-07,311.68,318.88,308.81,318.38,-
15-Oct-07,318.92,319.61,307.47,309.74,-
16-Oct-07,308.94,312.65,305.69,307.69,-
17-Oct-07,314.91,316.68,310.48,316.42,-
18-Oct-07,317.39,320.36,313.94,319.49,-
19-Oct-07,326.95,328.92,321.29,322.03,-
22-Oct-07,319.02,327.17,317.82,325.05,-
23-Oct-07,330.29,338.46,329.67,337.55,-
24-Oct-07,336.02,338.4,329.45,337.57,-
25-Oct-07,339,339.15,331.44,333.92,-
26-Oct-07,336.68,337.93,333.7,336.96,-
29-Oct-07,338.55,339.66,335.71,339.28,-
30-Oct-07,338.42,349.61,338.42,347.04,-
31-Oct-07,349.99,353.15,347.67,353.15,-
01-Nov-07,351.04,356.5,350.54,351.25,-
02-Nov-07,354.9,356.43,348.32,355.27,-
05-Nov-07,353.14,364.75,352.68,362.46,-
06-Nov-07,368.41,370.52,362.14,370.52,-
07-Nov-07,370.19,373.25,361.21,366.1,-
08-Nov-07,366.93,367.08,338.25,346.57,-
09-Nov-07,337.55,340.6,330.27,331.65,-
12-Nov-07,328.54,334.63,312.79,315.72,-
13-Nov-07,322.17,330.13,315.72,329.94,-
14-Nov-07,336.3,337.41,317.82,320.52,-
15-Nov-07,318.97,323.43,311.69,314.51,-
16-Nov-07,316.65,317.43,307.7,316.5,-
19-Nov-07,314.48,318.07,308.94,312.61,-
20-Nov-07,317.92,329.22,316.12,323.95,-
21-Nov-07,321.56,334.65,320.72,329.93,-
23-Nov-07,334.66,338.8,333.72,338.01,-
26-Nov-07,339.8,346.4,332.2,332.7,-
27-Nov-07,337.06,337.88,324.8,336.45,-
28-Nov-07,340.71,346.8,335.73,345.78,-
29-Nov-07,345.03,351.04,343.54,348.15,-
30-Nov-07,355.14,355.17,340.71,346.15,-
03-Dec-07,345.16,347.15,340.23,340.42,-
04-Dec-07,338.82,345.65,338.22,341.74,-
05-Dec-07,346.02,349.12,343.41,348.91,-
06-Dec-07,348.55,357.92,348.16,357.27,-
07-Dec-07,357.14,358.64,354.89,357.08,-
10-Dec-07,357.64,362.04,356.64,358.85,-
11-Dec-07,359.61,360.14,349.04,349.25,-
12-Dec-07,356.64,356.8,343.91,349.33,-
13-Dec-07,347.81,348.46,340.26,346.68,-
14-Dec-07,343.41,349.5,343.29,344.64,-
17-Dec-07,343.66,347.36,331.5,334.28,-
18-Dec-07,336.74,338.02,325.92,336.34,-
19-Dec-07,336.77,339.41,334.17,338.35,-
20-Dec-07,342.57,345.15,339.96,344.5,-
21-Dec-07,348.59,349.28,346.27,348,-
24-Dec-07,347.15,350.01,346.18,350.01,-
26-Dec-07,349.15,356.25,348.76,355.06,-
27-Dec-07,353.18,357.64,350.02,350.02,-
28-Dec-07,352.11,353.62,347.92,350.91,-
31-Dec-07,348.94,350.89,344.94,345.39,-
02-Jan-08,346.09,348.34,338.53,342.25,-
03-Jan-08,342.29,343.08,337.92,342.32,-
04-Jan-08,339.51,340.14,327.17,328.17,-
07-Jan-08,326.64,330.81,318.36,324.3,-
08-Jan-08,326.17,329.65,315.18,315.52,-
09-Jan-08,314.7,326.34,310.94,326.27,-
10-Jan-08,322.18,328.27,319.73,323.04,-
11-Jan-08,321.03,324.41,314.74,318.81,-
14-Jan-08,325.24,328.37,322.3,326.58,-
15-Jan-08,322.78,324.2,317.37,318.51,-
16-Jan-08,314.17,319.68,300.66,307.67,-
17-Jan-08,310.07,312.56,298.71,300.09,-
18-Jan-08,303.88,304.69,298.93,299.82,-
22-Jan-08,280.73,298.45,280.32,291.88,-
23-Jan-08,280.07,283.72,259.24,274.04,-
24-Jan-08,279.12,289.56,276.79,286.96,-
25-Jan-08,295.61,297.2,282.81,282.92,-
28-Jan-08,285.2,285.83,274.03,277.71,-
29-Jan-08,279.95,280.38,270.06,274.98,-
30-Jan-08,274.32,279.93,271.48,273.86,-
31-Jan-08,269.24,286.21,266.88,281.87,-
01-Feb-08,264.07,268.07,254.74,257.69,-
04-Feb-08,254.28,256.13,246.03,247.47,-
05-Feb-08,244.47,254.25,244.02,253.15,-
06-Feb-08,255.31,255.33,248.72,250.6,-
07-Feb-08,248.18,256.84,247.13,252.22,-
08-Feb-08,254.45,258.61,254.1,258.09,-
11-Feb-08,260,261.59,256.44,260.32,-
12-Feb-08,261.43,265.03,256.26,258.79,-
13-Feb-08,260.99,267.23,259.09,267.04,-
14-Feb-08,268.91,270.25,265.23,265.86,-
15-Feb-08,263.89,266.06,261.9,264.56,-
19-Feb-08,267.2,267.26,253,254.22,-
20-Feb-08,251.5,255.25,249.16,254.25,-
21-Feb-08,256.17,256.35,249.5,251.18,-
22-Feb-08,250.78,254.25,248.53,253.65,-
25-Feb-08,252.72,253,242.63,242.98,-
26-Feb-08,230.37,233,223.2,231.86,-
27-Feb-08,229.83,237.51,229.59,236.19,-
28-Feb-08,235.01,239.31,233.45,237.46,-
29-Feb-08,235.7,239.63,232.09,235.35,-
03-Mar-08,235.52,236.12,224.83,228.28,-
04-Mar-08,225.25,226.45,217.67,222.08,-
05-Mar-08,222.4,226.86,221.78,223.63,-
06-Mar-08,223.62,226.42,215.37,216.13,-
07-Mar-08,214.23,219.78,212.91,216.46,-
10-Mar-08,214.2,215.28,206.31,206.6,-
11-Mar-08,212.42,219.85,212.11,219.7,-
12-Mar-08,219.78,223.72,218.82,219.87,-
13-Mar-08,216.12,223.27,214.18,221.28,-
14-Mar-08,221.27,224.45,215.09,218.74,-
17-Mar-08,213.78,216.64,205.85,209.73,-
18-Mar-08,214.28,220.2,212.55,219.36,-
19-Mar-08,220.33,223.53,215.62,215.78,-
20-Mar-08,213.45,217.63,208.54,216.56,-
24-Mar-08,219,232.66,218.64,230.05,-
25-Mar-08,228.5,228.51,222.78,225.16,-
26-Mar-08,226.07,231.2,224.42,228.87,-
27-Mar-08,222.78,224.08,220.02,221.82,-
28-Mar-08,223.51,226.56,216.94,218.82,-
31-Mar-08,217.6,221.12,215.79,220.01,-
01-Apr-08,223.65,233.02,223.21,232.62,-
02-Apr-08,234.72,237.63,229.96,232.62,-
03-Apr-08,230.63,231.41,223.84,227.33,-
04-Apr-08,228.28,238.68,227.87,235.31,-
07-Apr-08,238.28,242.48,236.53,238.17,-
08-Apr-08,236.28,236.83,230.77,233.67,-
09-Apr-08,234.33,235.76,228.54,231.86,-
10-Apr-08,232.25,236.7,230.69,234.3,-
11-Apr-08,231.8,233.4,227.28,228.5,-
14-Apr-08,228.35,228.5,224.85,225.6,-
15-Apr-08,228.84,229.63,221.64,223.2,-
16-Apr-08,221.98,228.91,220.28,227.29,-
17-Apr-08,227.59,229.46,223.04,224.55,-
18-Apr-08,267.34,273.58,262.12,269.44,-
21-Apr-08,269.43,271.02,264.88,268.63,-
22-Apr-08,268.52,280.13,268.51,277.22,-
23-Apr-08,278.69,279.38,270.2,272.97,-
24-Apr-08,275.37,276.97,269.74,271.25,-
25-Apr-08,274.24,276.22,271.09,271.76,-
28-Apr-08,272.67,278.13,269.23,275.78,-
29-Apr-08,275.14,281.42,274.73,278.96,-
30-Apr-08,280.82,292.14,278.96,286.86,-
01-May-08,288.87,297.17,288.2,296.24,-
02-May-08,298.95,300.92,289.36,290.35,-
05-May-08,299.13,299.2,293.27,297.15,-
06-May-08,295.2,295.7,291.21,292.89,-
07-May-08,294.84,299.45,287.93,289.21,-
08-May-08,292.81,294.36,289.17,291.21,-
09-May-08,289.2,292.2,285.4,286.3,-
12-May-08,287.09,293.08,284.17,292.18,-
13-May-08,292.82,293.68,288.99,291.21,-
14-May-08,292.95,295.3,287.34,287.86,-
15-May-08,289.21,291.18,287.52,290.21,-
16-May-08,290.42,292.05,288.87,289.74,-
19-May-08,288.99,294.15,286.47,288.47,-
20-May-08,287.03,290.95,286.17,289.01,-
21-May-08,288.97,290.41,273.67,274.72,-
22-May-08,275.7,276.83,269.85,274.46,-
23-May-08,273.21,276.22,268.64,272.04,-
27-May-08,272.21,281.02,271.65,280.17,-
28-May-08,283.69,285.46,280.27,283.84,-
29-May-08,287.11,292.65,286.31,291.21,-
30-May-08,291.44,294.67,290.36,292.61,-
02-Jun-08,290.96,291.65,285.35,287.21,-
03-Jun-08,287.96,289.96,280.02,283.37,-
04-Jun-08,282.38,288.71,281.99,285.82,-
05-Jun-08,288.25,293.73,287.82,292.86,-
06-Jun-08,289.59,290.07,283.22,283.22,-
09-Jun-08,283.75,284.72,272.43,278.66,-
10-Jun-08,274.51,279.13,273.12,276.81,-
11-Jun-08,277.84,278.39,271.96,272.33,-
12-Jun-08,274.11,278.72,273.17,276.2,-
13-Jun-08,280.46,287.56,280.39,285.47,-
16-Jun-08,282.97,289.26,282.97,286.12,-
17-Jun-08,287.89,288.75,283.91,284.45,-
18-Jun-08,281.97,284.21,279.3,280.91,-
19-Jun-08,277.4,281.61,275.13,279.82,-
20-Jun-08,278.21,278.21,271.98,272.94,-
23-Jun-08,272.41,276.3,270.74,272.33,-
24-Jun-08,272.3,275.32,267.28,270.88,-
25-Jun-08,272.21,278.62,271.56,275.22,-
26-Jun-08,271.78,272.19,263.87,264.15,-
27-Jun-08,263.58,264.74,257.29,263.77,-
30-Jun-08,265.98,268.73,261.27,262.95,-
01-Jul-08,259.53,268.09,258.24,267.1,-
02-Jul-08,267.99,269.92,262.77,263.26,-
03-Jul-08,265.17,269.35,263.49,268.23,-
07-Jul-08,270.88,274.23,267.53,271.68,-
08-Jul-08,272.72,277.32,269.73,276.99,-
09-Jul-08,275.1,277.56,270.09,270.5,-
10-Jul-08,272.23,274.48,265.1,270.02,-
11-Jul-08,267.98,269.48,259.46,266.63,-
14-Jul-08,269.23,269.76,257.47,260.55,-
15-Jul-08,257.88,263.49,250.3,257.79,-
16-Jul-08,256.76,267.98,255.04,267.53,-
17-Jul-08,266.81,268.26,261.99,266.45,-
18-Jul-08,248.93,249.24,238.86,240.42,-
21-Jul-08,240.2,241.8,232.62,234.17,-
22-Jul-08,233.13,239.88,232.57,238.32,-
23-Jul-08,240.56,248.37,238.81,244.37,-
24-Jul-08,248.1,248.19,237.57,237.57,-
25-Jul-08,243,246.32,240.51,245.74,-
28-Jul-08,245.8,245.8,237.33,238.32,-
29-Jul-08,239.41,243.39,238.76,241.31,-
30-Jul-08,242.51,242.77,236.17,241.11,-
31-Jul-08,237.04,240.2,235.48,236.64,-
01-Aug-08,236.02,236.37,231.02,233.7,-
04-Aug-08,233.83,236.27,230.72,231.27,-
05-Aug-08,233.56,239.8,232.93,239.69,-
06-Aug-08,238.95,244.64,236.02,242.93,-
07-Aug-08,240.76,241.76,237.97,239.32,-
08-Aug-08,239.83,247.63,237.61,247.26,-
11-Aug-08,245.99,254.19,245.64,250.17,-
12-Aug-08,250.75,252.81,248.75,251.05,-
13-Aug-08,250.55,251.52,246.69,249.76,-
14-Aug-08,248.6,253.55,247.9,252.49,-
15-Aug-08,253.24,255.07,252.5,254.82,-
18-Aug-08,254.67,254.74,247.51,248.9,-
19-Aug-08,244.97,248.89,243.07,245,-
20-Aug-08,247.11,248.1,241.04,242.26,-
21-Aug-08,241.22,244.7,239.4,243.02,-
22-Aug-08,245.5,247.19,244.5,245.05,-
25-Aug-08,242.81,248.25,240.51,241.26,-
26-Aug-08,241.49,241.49,235.06,236.84,-
27-Aug-08,236.63,237.18,232.19,234.06,-
28-Aug-08,236.01,237.99,234.93,236.65,-
29-Aug-08,234.64,235.27,230.93,231.41,-
02-Sep-08,238.15,240.85,230.48,232.39,-
03-Sep-08,234.13,236.91,229.56,231.97,-
04-Sep-08,229.77,231.39,224.48,224.9,-
05-Sep-08,222.52,226,219.82,221.9,-
08-Sep-08,225.78,226.24,208.57,209.76,-
09-Sep-08,211.37,215.97,207.29,209.12,-
10-Sep-08,212.02,212.03,204.64,206.87,-
11-Sep-08,203.97,217.33,202.99,216.66,-
12-Sep-08,214.89,220.77,214.29,218.61,-
15-Sep-08,211.79,220.76,211.64,216.71,-
16-Sep-08,212.77,224.42,212.53,221.24,-
17-Sep-08,219.02,219.35,206.51,207.04,-
18-Sep-08,211.11,219.37,205.04,219.32,-
19-Sep-08,230.27,230.8,221.42,224.35,-
22-Sep-08,226.84,226.84,214.29,214.85,-
23-Sep-08,216.41,220.17,212.65,214.42,-
24-Sep-08,214.95,222.28,214.84,217.34,-
25-Sep-08,219.2,224.78,217.77,219.58,-
26-Sep-08,213.79,218.36,210.3,215.3,-
29-Sep-08,209.55,211.54,190.16,190.31,-
30-Sep-08,197.8,212.34,195.96,200.06,-
01-Oct-08,205.86,208.28,201.35,205.65,-
02-Oct-08,204.69,204.79,192.81,195.05,-
03-Oct-08,198.48,206.04,191.34,193.26,-
06-Oct-08,186.8,187.81,178.4,185.42,-
07-Oct-08,186.48,187.3,172.51,172.83,-
08-Oct-08,164.91,179.32,162.89,168.89,-
09-Oct-08,172.09,174.11,160.67,164.33,-
10-Oct-08,156.42,170.77,154.99,165.83,-
13-Oct-08,177.72,190.78,172.7,190.32,-
14-Oct-08,196.57,197.05,178.32,181.17,-
15-Oct-08,177.15,179.32,169.25,169.42,-
16-Oct-08,166.21,178.07,154.57,176.33,-
17-Oct-08,189.29,192.81,181.59,186.08,-
20-Oct-08,189.69,190.3,179.62,189.47,-
21-Oct-08,186.01,191.7,180.82,181.19,-
22-Oct-08,178.32,184.66,171.83,177.66,-
23-Oct-08,176.65,178.82,168.83,175.98,-
24-Oct-08,163.07,175.06,162.21,169.48,-
27-Oct-08,167.24,171.33,162.64,164.58,-
28-Oct-08,169.36,184.47,164.09,184.19,-
29-Oct-08,182.71,185.31,176.01,178.82,-
30-Oct-08,184.05,185.81,179.01,179.67,-
31-Oct-08,177.9,185.79,176.96,179.5,-
03-Nov-08,178.61,181.31,170.54,173.07,-
04-Nov-08,176.54,185.99,172.58,183.29,-
05-Nov-08,180.89,184.26,170.48,170.95,-
06-Nov-08,169.82,172.04,162.74,165.44,-
07-Nov-08,166.39,170.4,162.5,165.4,-
10-Nov-08,163.84,164.56,154.58,159.23,-
11-Nov-08,154.19,157.99,150.11,155.57,-
12-Nov-08,150.87,156.09,143.74,145.35,-
13-Nov-08,145.74,156.34,139.86,155.88,-
14-Nov-08,151.47,162.33,151.13,154.85,-
17-Nov-08,151.35,154.92,148.83,149.91,-
18-Nov-08,150.63,151.71,142.53,148.56,-
19-Nov-08,147.55,149.94,139.15,139.95,-
20-Nov-08,137.31,141.33,129.39,129.65,-
21-Nov-08,131.12,134.55,123.53,131.08,-
24-Nov-08,134.5,134.84,124.38,128.59,-
25-Nov-08,134.21,143.19,133.53,140.88,-
26-Nov-08,140,147.58,137.96,145.9,-
28-Nov-08,145.14,148.08,144,146.33,-
01-Dec-08,143.2,143.55,132.86,132.86,-
02-Dec-08,134.73,138.75,131.16,137.42,-
03-Dec-08,134.79,140.54,132.54,139.58,-
04-Dec-08,138.13,141.6,134.25,137.03,-
05-Dec-08,135.37,141.98,131.88,141.85,-
08-Dec-08,144.85,154.57,140.86,150.9,-
09-Dec-08,148.7,158.84,148.36,152.83,-
10-Dec-08,154.47,157.29,152.1,154.26,-
11-Dec-08,151.93,156.28,148.75,149.96,-
